Entry	Gene names	Transmembrane
Q92896	GLG1 CFR1 ESL1 MG160	TRANSMEM 1146 1166 Helical. {ECO:0000255}.
Q96MM7	HS6ST2 PSEC0092	TRANSMEM 5 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O60243	HS6ST1 HS6ST	TRANSMEM 18 37 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8IZP7	HS6ST3	TRANSMEM 5 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8TDS4	HCAR2 GPR109A HCA2 HM74A NIACR1	TRANSMEM 34 54 Helical; Name=1. {ECO:0000255}.; TRANSMEM 64 84 Helical; Name=2. {ECO:0000255}.; TRANSMEM 103 123 Helical; Name=3. {ECO:0000255}.; TRANSMEM 143 163 Helical; Name=4. {ECO:0000255}.; TRANSMEM 193 213 Helical; Name=5. {ECO:0000255}.; TRANSMEM 230 250 Helical; Name=6. {ECO:0000255}.; TRANSMEM 274 294 Helical; Name=7. {ECO:0000255}.
P49019	HCAR3 GPR109B HCA3 HM74B NIACR2	TRANSMEM 29 50 Helical; Name=1. {ECO:0000255}.; TRANSMEM 64 85 Helical; Name=2. {ECO:0000255}.; TRANSMEM 103 123 Helical; Name=3. {ECO:0000255}.; TRANSMEM 143 163 Helical; Name=4. {ECO:0000255}.; TRANSMEM 195 209 Helical; Name=5. {ECO:0000255}.; TRANSMEM 237 256 Helical; Name=6. {ECO:0000255}.; TRANSMEM 274 298 Helical; Name=7. {ECO:0000255}.
Q9Y3Q4	HCN4	TRANSMEM 267 287 Helical; Name=Segment S1. {ECO:0000255}.; TRANSMEM 294 314 Helical; Name=Segment S2. {ECO:0000255}.; TRANSMEM 341 361 Helical; Name=Segment S3. {ECO:0000255}.; TRANSMEM 369 389 Helical; Voltage-sensor; Name=Segment S4. {ECO:0000255}.; TRANSMEM 421 441 Helical; Name=Segment S5. {ECO:0000255}.; TRANSMEM 497 517 Helical; Name=Segment S6. {ECO:0000255}.
Q15011	HERPUD1 HERP KIAA0025 MIF1	TRANSMEM 264 284 Helical. {ECO:0000255}.; TRANSMEM 290 310 Helical. {ECO:0000255}.
Q5VTY9	HHAT MART2 SKI1	TRANSMEM 6 22 Helical. {ECO:0000255}.; TRANSMEM 68 84 Helical. {ECO:0000255}.; TRANSMEM 132 148 Helical. {ECO:0000255}.; TRANSMEM 163 183 Helical. {ECO:0000255}.; TRANSMEM 244 271 Helical. {ECO:0000255}.; TRANSMEM 282 310 Helical. {ECO:0000255}.; TRANSMEM 364 380 Helical. {ECO:0000255}.; TRANSMEM 384 399 Helical. {ECO:0000255}.; TRANSMEM 428 448 Helical. {ECO:0000255}.; TRANSMEM 463 481 Helical. {ECO:0000255}.
Q9BW72	HIGD2A	TRANSMEM 47 67 Helical. {ECO:0000255|PROSITE-ProRule:PRU00836}.; TRANSMEM 83 103 Helical. {ECO:0000255|PROSITE-ProRule:PRU00836}.
Q5VW38	GPR107 KIAA1624 LUSTR1	TRANSMEM 264 284 Helical; Name=1. {ECO:0000255}.; TRANSMEM 294 314 Helical; Name=2. {ECO:0000255}.; TRANSMEM 338 358 Helical; Name=3. {ECO:0000255}.; TRANSMEM 369 389 Helical; Name=4. {ECO:0000255}.; TRANSMEM 403 423 Helical; Name=5. {ECO:0000255}.; TRANSMEM 499 519 Helical; Name=6. {ECO:0000255}.; TRANSMEM 525 544 Helical; Name=7. {ECO:0000255}.
Q7Z602	GPR141 PGR13	TRANSMEM 23 43 Helical; Name=1. {ECO:0000255}.; TRANSMEM 51 71 Helical; Name=2. {ECO:0000255}.; TRANSMEM 90 110 Helical; Name=3. {ECO:0000255}.; TRANSMEM 132 152 Helical; Name=4. {ECO:0000255}.; TRANSMEM 184 204 Helical; Name=5. {ECO:0000255}.; TRANSMEM 228 248 Helical; Name=6. {ECO:0000255}.; TRANSMEM 268 288 Helical; Name=7. {ECO:0000255}.
P51810	GPR143 OA1	TRANSMEM 29 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 79 99 Helical; Name=2. {ECO:0000255}.; TRANSMEM 125 145 Helical; Name=3. {ECO:0000255}.; TRANSMEM 150 170 Helical; Name=4. {ECO:0000255}.; TRANSMEM 192 212 Helical; Name=5. {ECO:0000255}.; TRANSMEM 249 269 Helical; Name=6. {ECO:0000255}.; TRANSMEM 293 313 Helical; Name=7. {ECO:0000255}.
Q5UAW9	GPR157	TRANSMEM 16 36 Helical; Name=1. {ECO:0000255}.; TRANSMEM 49 69 Helical; Name=2. {ECO:0000255}.; TRANSMEM 88 108 Helical; Name=3. {ECO:0000255}.; TRANSMEM 120 140 Helical; Name=4. {ECO:0000255}.; TRANSMEM 167 187 Helical; Name=5. {ECO:0000255}.; TRANSMEM 227 247 Helical; Name=6. {ECO:0000255}.; TRANSMEM 259 279 Helical; Name=7. {ECO:0000255}.
Q5T848	GPR158 KIAA1136	TRANSMEM 418 438 Helical; Name=1. {ECO:0000255}.; TRANSMEM 452 472 Helical; Name=2. {ECO:0000255}.; TRANSMEM 484 506 Helical; Name=3. {ECO:0000255}.; TRANSMEM 529 549 Helical; Name=4. {ECO:0000255}.; TRANSMEM 580 600 Helical; Name=5. {ECO:0000255}.; TRANSMEM 614 634 Helical; Name=6. {ECO:0000255}.; TRANSMEM 644 664 Helical; Name=7. {ECO:0000255}.
Q9UJ42	GPR160 GPCR150	TRANSMEM 24 44 Helical; Name=1. {ECO:0000255}.; TRANSMEM 59 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 94 114 Helical; Name=3. {ECO:0000255}.; TRANSMEM 137 157 Helical; Name=4. {ECO:0000255}.; TRANSMEM 178 198 Helical; Name=5. {ECO:0000255}.; TRANSMEM 245 265 Helical; Name=6. {ECO:0000255}.; TRANSMEM 269 289 Helical; Name=7. {ECO:0000255}.
Q99527	GPER1 CEPR CMKRL2 DRY12 GPER GPR30	TRANSMEM 63 84 Helical; Name=1. {ECO:0000255}.; TRANSMEM 97 120 Helical; Name=2. {ECO:0000255}.; TRANSMEM 133 153 Helical; Name=3. {ECO:0000255}.; TRANSMEM 176 194 Helical; Name=4. {ECO:0000255}.; TRANSMEM 221 236 Helical; Name=5. {ECO:0000255}.; TRANSMEM 260 280 Helical; Name=6. {ECO:0000255}.; TRANSMEM 307 327 Helical; Name=7. {ECO:0000255}.
B7ZAQ6	GPR89A GPHRA GPR89 SH120 CGI-13 UNQ192/PRO218	TRANSMEM 5 25 Helical. {ECO:0000255}.; TRANSMEM 46 66 Helical. {ECO:0000255}.; TRANSMEM 79 99 Helical. {ECO:0000255}.; TRANSMEM 114 134 Helical. {ECO:0000255}.; TRANSMEM 150 170 Helical. {ECO:0000255}.; TRANSMEM 290 310 Helical. {ECO:0000255}.; TRANSMEM 343 363 Helical. {ECO:0000255}.; TRANSMEM 378 398 Helical. {ECO:0000255}.; TRANSMEM 425 445 Helical. {ECO:0000255}.
P14770	GP9	TRANSMEM 148 168 Helical. {ECO:0000255}.
Q9HCN6	GP6	TRANSMEM 268 288 Helical. {ECO:0000255}.
P40197	GP5	TRANSMEM 524 544 Helical. {ECO:0000255}.
Q2KHT4	GSG1 UNQ709/PRO1360	TRANSMEM 20 40 Helical. {ECO:0000255}.; TRANSMEM 158 178 Helical. {ECO:0000255}.; TRANSMEM 189 209 Helical. {ECO:0000255}.; TRANSMEM 233 253 Helical. {ECO:0000255}.
O60741	HCN1 BCNG1	TRANSMEM 143 164 Helical; Name=Segment S1. {ECO:0000269|PubMed:28086084}.; TRANSMEM 174 194 Helical; Name=Segment S2. {ECO:0000269|PubMed:28086084}.; TRANSMEM 216 236 Helical; Name=Segment S3. {ECO:0000269|PubMed:28086084}.; TRANSMEM 261 281 Helical; Voltage-sensor; Name=Segment S4. {ECO:0000269|PubMed:28086084}.; TRANSMEM 296 318 Helical; Name=Segment S5. {ECO:0000269|PubMed:28086084}.; TRANSMEM 372 392 Helical; Name=Segment S6. {ECO:0000269|PubMed:28086084}.
Q9UL51	HCN2 BCNG2	TRANSMEM 216 236 Helical; Name=Segment S1. {ECO:0000255}.; TRANSMEM 241 261 Helical; Name=Segment S2. {ECO:0000255}.; TRANSMEM 289 309 Helical; Name=Segment S3. {ECO:0000255}.; TRANSMEM 318 338 Helical; Voltage-sensor; Name=Segment S4. {ECO:0000255}.; TRANSMEM 370 390 Helical; Name=Segment S5. {ECO:0000255}.; TRANSMEM 441 461 Helical; Name=Segment S6. {ECO:0000255}.
Q9P1Z3	HCN3 KIAA1535	TRANSMEM 98 118 Helical; Name=Segment S1. {ECO:0000255}.; TRANSMEM 125 145 Helical; Name=Segment S2. {ECO:0000255}.; TRANSMEM 172 192 Helical; Name=Segment S3. {ECO:0000255}.; TRANSMEM 202 222 Helical; Voltage-sensor; Name=Segment S4. {ECO:0000255}.; TRANSMEM 254 274 Helical; Name=Segment S5. {ECO:0000255}.; TRANSMEM 330 350 Helical; Name=Segment S6. {ECO:0000255}.
Q9ULI3	HEG1 KIAA1237	TRANSMEM 1249 1269 Helical. {ECO:0000255}.
Q9BQS7	HEPH KIAA0698 UNQ2562/PRO6242	TRANSMEM 1111 1131 Helical. {ECO:0000255}.
P05981	HPN TMPRSS1	TRANSMEM 24 44 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9BSE4	HERPUD2	TRANSMEM 302 322 Helical. {ECO:0000255}.
Q9Y241	HIGD1A HIG1 HSPC010	TRANSMEM 26 46 Helical. {ECO:0000255|PROSITE-ProRule:PRU00836}.; TRANSMEM 60 80 Helical. {ECO:0000255|PROSITE-ProRule:PRU00836}.
Q9P298	HIGD1B	TRANSMEM 30 47 Helical. {ECO:0000255|PROSITE-ProRule:PRU00836}.; TRANSMEM 62 84 Helical. {ECO:0000255|PROSITE-ProRule:PRU00836}.
A8MV81	HIGD1C UBIE UBIE2	TRANSMEM 27 47 Helical. {ECO:0000255|PROSITE-ProRule:PRU00836}.; TRANSMEM 59 79 Helical. {ECO:0000255|PROSITE-ProRule:PRU00836}.
P04035	HMGCR	TRANSMEM 10 39 Helical. {ECO:0000255}.; TRANSMEM 57 78 Helical. {ECO:0000255}.; TRANSMEM 90 114 Helical. {ECO:0000255}.; TRANSMEM 124 149 Helical. {ECO:0000255}.; TRANSMEM 160 187 Helical. {ECO:0000255}.; TRANSMEM 192 220 Helical. {ECO:0000255}.; TRANSMEM 315 339 Helical. {ECO:0000255}.
Q15760	GPR19	TRANSMEM 70 90 Helical; Name=1. {ECO:0000255}.; TRANSMEM 103 123 Helical; Name=2. {ECO:0000255}.; TRANSMEM 144 161 Helical; Name=3. {ECO:0000255}.; TRANSMEM 183 203 Helical; Name=4. {ECO:0000255}.; TRANSMEM 222 242 Helical; Name=5. {ECO:0000255}.; TRANSMEM 278 298 Helical; Name=6. {ECO:0000255}.; TRANSMEM 310 325 Helical; Name=7. {ECO:0000255}.
P46091	GPR1	TRANSMEM 42 62 Helical; Name=1. {ECO:0000255}.; TRANSMEM 74 94 Helical; Name=2. {ECO:0000255}.; TRANSMEM 113 133 Helical; Name=3. {ECO:0000255}.; TRANSMEM 155 175 Helical; Name=4. {ECO:0000255}.; TRANSMEM 211 231 Helical; Name=5. {ECO:0000255}.; TRANSMEM 248 268 Helical; Name=6. {ECO:0000255}.; TRANSMEM 287 307 Helical; Name=7. {ECO:0000255}.
O00155	GPR25	TRANSMEM 40 60 Helical; Name=1. {ECO:0000255}.; TRANSMEM 76 96 Helical; Name=2. {ECO:0000255}.; TRANSMEM 127 147 Helical; Name=3. {ECO:0000255}.; TRANSMEM 156 176 Helical; Name=4. {ECO:0000255}.; TRANSMEM 201 220 Helical; Name=5. {ECO:0000255}.; TRANSMEM 243 263 Helical; Name=6. {ECO:0000255}.; TRANSMEM 290 310 Helical; Name=7. {ECO:0000255}.
Q9NS67	GPR27 SREB1	TRANSMEM 24 44 Helical; Name=1. {ECO:0000255}.; TRANSMEM 56 76 Helical; Name=2. {ECO:0000255}.; TRANSMEM 98 118 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 160 Helical; Name=4. {ECO:0000255}.; TRANSMEM 182 202 Helical; Name=5. {ECO:0000255}.; TRANSMEM 286 306 Helical; Name=6. {ECO:0000255}.; TRANSMEM 321 341 Helical; Name=7. {ECO:0000255}.
O00270	GPR31	TRANSMEM 17 37 Helical; Name=1. {ECO:0000255}.; TRANSMEM 53 73 Helical; Name=2. {ECO:0000255}.; TRANSMEM 92 110 Helical; Name=3. {ECO:0000255}.; TRANSMEM 132 152 Helical; Name=4. {ECO:0000255}.; TRANSMEM 181 201 Helical; Name=5. {ECO:0000255}.; TRANSMEM 220 240 Helical; Name=6. {ECO:0000255}.; TRANSMEM 266 284 Helical; Name=7. {ECO:0000255}.
Q49SQ1	GPR33	TRANSMEM 31 53 Helical; Name=1. {ECO:0000255}.; TRANSMEM 65 86 Helical; Name=2. {ECO:0000255}.; TRANSMEM 104 124 Helical; Name=3. {ECO:0000255}.; TRANSMEM 144 165 Helical; Name=4. {ECO:0000255}.; TRANSMEM 210 230 Helical; Name=5. {ECO:0000255}.; TRANSMEM 247 268 Helical; Name=6. {ECO:0000255}.; TRANSMEM 284 303 Helical; Name=7. {ECO:0000255}.
Q9UPC5	GPR34	TRANSMEM 62 82 Helical; Name=1. {ECO:0000255}.; TRANSMEM 89 109 Helical; Name=2. {ECO:0000255}.; TRANSMEM 129 149 Helical; Name=3. {ECO:0000255}.; TRANSMEM 172 192 Helical; Name=4. {ECO:0000255}.; TRANSMEM 217 237 Helical; Name=5. {ECO:0000255}.; TRANSMEM 270 290 Helical; Name=6. {ECO:0000255}.; TRANSMEM 311 331 Helical; Name=7. {ECO:0000255}.
Q9Y2T5	GPR52	TRANSMEM 45 65 Helical; Name=1. {ECO:0000255}.; TRANSMEM 88 108 Helical; Name=2. {ECO:0000255}.; TRANSMEM 117 137 Helical; Name=3. {ECO:0000255}.; TRANSMEM 160 180 Helical; Name=4. {ECO:0000255}.; TRANSMEM 204 224 Helical; Name=5. {ECO:0000255}.; TRANSMEM 266 286 Helical; Name=6. {ECO:0000255}.; TRANSMEM 297 317 Helical; Name=7. {ECO:0000255}.
Q9Y2T6	GPR55	TRANSMEM 22 42 Helical; Name=1. {ECO:0000255}.; TRANSMEM 59 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 95 115 Helical; Name=3. {ECO:0000255}.; TRANSMEM 138 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 181 201 Helical; Name=5. {ECO:0000255}.; TRANSMEM 232 252 Helical; Name=6. {ECO:0000255}.; TRANSMEM 272 292 Helical; Name=7. {ECO:0000255}.
Q9BZJ8	GPR61 BALGR GPCR3	TRANSMEM 45 67 Helical; Name=1. {ECO:0000255}.; TRANSMEM 76 98 Helical; Name=2. {ECO:0000255}.; TRANSMEM 113 135 Helical; Name=3. {ECO:0000255}.; TRANSMEM 156 178 Helical; Name=4. {ECO:0000255}.; TRANSMEM 207 229 Helical; Name=5. {ECO:0000255}.; TRANSMEM 288 310 Helical; Name=6. {ECO:0000255}.; TRANSMEM 325 344 Helical; Name=7. {ECO:0000255}.
P46095	GPR6	TRANSMEM 75 94 Helical; Name=1. {ECO:0000255}.; TRANSMEM 107 130 Helical; Name=2. {ECO:0000255}.; TRANSMEM 143 164 Helical; Name=3. {ECO:0000255}.; TRANSMEM 186 205 Helical; Name=4. {ECO:0000255}.; TRANSMEM 231 249 Helical; Name=5. {ECO:0000255}.; TRANSMEM 278 304 Helical; Name=6. {ECO:0000255}.; TRANSMEM 310 331 Helical; Name=7. {ECO:0000255}.
O95800	GPR75	TRANSMEM 47 67 Helical; Name=1. {ECO:0000255}.; TRANSMEM 87 107 Helical; Name=2. {ECO:0000255}.; TRANSMEM 121 141 Helical; Name=3. {ECO:0000255}.; TRANSMEM 161 181 Helical; Name=4. {ECO:0000255}.; TRANSMEM 206 226 Helical; Name=5. {ECO:0000255}.; TRANSMEM 319 339 Helical; Name=6. {ECO:0000255}.; TRANSMEM 351 371 Helical; Name=7. {ECO:0000255}.
Q96P69	GPR78 UNQ5925/PRO19818	TRANSMEM 8 28 Helical; Name=1. {ECO:0000255}.; TRANSMEM 48 68 Helical; Name=2. {ECO:0000255}.; TRANSMEM 81 101 Helical; Name=3. {ECO:0000255}.; TRANSMEM 123 143 Helical; Name=4. {ECO:0000255}.; TRANSMEM 169 189 Helical; Name=5. {ECO:0000255}.; TRANSMEM 243 263 Helical; Name=6. {ECO:0000255}.; TRANSMEM 278 297 Helical; Name=7. {ECO:0000255}.
Q96P67	GPR82	TRANSMEM 12 32 Helical; Name=1. {ECO:0000255}.; TRANSMEM 56 76 Helical; Name=2. {ECO:0000255}.; TRANSMEM 93 115 Helical; Name=3. {ECO:0000255}.; TRANSMEM 157 177 Helical; Name=4. {ECO:0000255}.; TRANSMEM 198 218 Helical; Name=5. {ECO:0000255}.; TRANSMEM 252 272 Helical; Name=6. {ECO:0000255}.
Q9GZN0	GPR88 STRG	TRANSMEM 36 56 Helical; Name=1. {ECO:0000255}.; TRANSMEM 74 94 Helical; Name=2. {ECO:0000255}.; TRANSMEM 117 136 Helical; Name=3. {ECO:0000255}.; TRANSMEM 159 179 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 216 Helical; Name=5. {ECO:0000255}.; TRANSMEM 286 306 Helical; Name=6. {ECO:0000255}.; TRANSMEM 311 331 Helical; Name=7. {ECO:0000255}.
Q9ULK0	GRID1 KIAA1220	TRANSMEM 563 583 Helical. {ECO:0000255}.; TRANSMEM 638 658 Helical. {ECO:0000255}.; TRANSMEM 831 851 Helical. {ECO:0000255}.
Q14416	GRM2 GPRC1B MGLUR2	TRANSMEM 568 590 Helical; Name=1. {ECO:0000255}.; TRANSMEM 605 625 Helical; Name=2. {ECO:0000255}.; TRANSMEM 637 655 Helical; Name=3. {ECO:0000255}.; TRANSMEM 680 700 Helical; Name=4. {ECO:0000255}.; TRANSMEM 726 747 Helical; Name=5. {ECO:0000255}.; TRANSMEM 761 783 Helical; Name=6. {ECO:0000255}.; TRANSMEM 794 819 Helical; Name=7. {ECO:0000255}.
Q14832	GRM3 GPRC1C MGLUR3	TRANSMEM 577 599 Helical; Name=1. {ECO:0000255}.; TRANSMEM 614 634 Helical; Name=2. {ECO:0000255}.; TRANSMEM 646 664 Helical; Name=3. {ECO:0000255}.; TRANSMEM 689 709 Helical; Name=4. {ECO:0000255}.; TRANSMEM 735 756 Helical; Name=5. {ECO:0000255}.; TRANSMEM 770 792 Helical; Name=6. {ECO:0000255}.; TRANSMEM 803 828 Helical; Name=7. {ECO:0000255}.
Q14833	GRM4 GPRC1D MGLUR4	TRANSMEM 588 610 Helical; Name=1. {ECO:0000255}.; TRANSMEM 625 645 Helical; Name=2. {ECO:0000255}.; TRANSMEM 657 675 Helical; Name=3. {ECO:0000255}.; TRANSMEM 700 720 Helical; Name=4. {ECO:0000255}.; TRANSMEM 751 772 Helical; Name=5. {ECO:0000255}.; TRANSMEM 786 808 Helical; Name=6. {ECO:0000255}.; TRANSMEM 822 847 Helical; Name=7. {ECO:0000255}.
P41594	GRM5 GPRC1E MGLUR5	TRANSMEM 581 603 Helical; Name=1.; TRANSMEM 614 636 Helical; Name=2.; TRANSMEM 645 667 Helical; Name=3.; TRANSMEM 694 714 Helical; Name=4.; TRANSMEM 738 759 Helical; Name=5.; TRANSMEM 773 795 Helical; Name=6.; TRANSMEM 799 820 Helical; Name=7.
Q14831	GRM7 GPRC1G MGLUR7	TRANSMEM 591 615 Helical; Name=1. {ECO:0000255}.; TRANSMEM 628 648 Helical; Name=2. {ECO:0000255}.; TRANSMEM 655 675 Helical; Name=3. {ECO:0000255}.; TRANSMEM 703 723 Helical; Name=4. {ECO:0000255}.; TRANSMEM 754 775 Helical; Name=5. {ECO:0000255}.; TRANSMEM 789 810 Helical; Name=6. {ECO:0000255}.; TRANSMEM 826 850 Helical; Name=7. {ECO:0000255}.
O00222	GRM8 GPRC1H MGLUR8	TRANSMEM 584 608 Helical; Name=1. {ECO:0000255}.; TRANSMEM 621 641 Helical; Name=2. {ECO:0000255}.; TRANSMEM 648 668 Helical; Name=3. {ECO:0000255}.; TRANSMEM 696 716 Helical; Name=4. {ECO:0000255}.; TRANSMEM 747 768 Helical; Name=5. {ECO:0000255}.; TRANSMEM 782 803 Helical; Name=6. {ECO:0000255}.; TRANSMEM 819 843 Helical; Name=7. {ECO:0000255}.
Q4G148	GXYLT1 GLT8D3	TRANSMEM 7 29 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9P035	HACD3 BIND1 PTPLAD1	TRANSMEM 150 170 Helical. {ECO:0000255}.; TRANSMEM 186 207 Helical. {ECO:0000255}.; TRANSMEM 218 235 Helical. {ECO:0000255}.; TRANSMEM 242 256 Helical. {ECO:0000255}.; TRANSMEM 280 298 Helical. {ECO:0000255}.; TRANSMEM 323 343 Helical. {ECO:0000255}.
Q5VWC8	HACD4 PTPLAD2	TRANSMEM 20 40 Helical. {ECO:0000255}.; TRANSMEM 57 77 Helical. {ECO:0000255}.; TRANSMEM 113 133 Helical. {ECO:0000255}.; TRANSMEM 136 156 Helical. {ECO:0000255}.; TRANSMEM 158 178 Helical. {ECO:0000255}.; TRANSMEM 190 210 Helical. {ECO:0000255}.
Q30201	HFE HLAH	TRANSMEM 307 330 Helical. {ECO:0000255}.
Q68CP4	HGSNAT TMEM76	TRANSMEM 191 211 Helical. {ECO:0000255}.; TRANSMEM 276 296 Helical. {ECO:0000255}.; TRANSMEM 303 323 Helical. {ECO:0000255}.; TRANSMEM 346 366 Helical. {ECO:0000255}.; TRANSMEM 375 395 Helical. {ECO:0000255}.; TRANSMEM 421 441 Helical. {ECO:0000255}.; TRANSMEM 501 521 Helical. {ECO:0000255}.; TRANSMEM 530 550 Helical. {ECO:0000255}.; TRANSMEM 565 585 Helical. {ECO:0000255}.; TRANSMEM 593 613 Helical. {ECO:0000255}.; TRANSMEM 635 655 Helical. {ECO:0000255}.
P13747	HLA-E HLA-6.2 HLAE	TRANSMEM 306 329 Helical. {ECO:0000255}.
P30511	HLA-F HLA-5.4 HLAF	TRANSMEM 306 329 Helical. {ECO:0000255}.
P17693	HLA-G HLA-6.0 HLAG	TRANSMEM 309 332 Helical. {ECO:0000255}.
Q95460	MR1	TRANSMEM 303 323 Helical. {ECO:0000255}.
Q9UHQ4	BCAP29 BAP29	TRANSMEM 7 27 Helical. {ECO:0000255}.; TRANSMEM 44 64 Helical. {ECO:0000255}.; TRANSMEM 104 124 Helical. {ECO:0000255}.
Q5TH69	ARFGEF3 BIG3 C6orf92 KIAA1244	TRANSMEM 1492 1512 Helical. {ECO:0000255}.
Q8WZ55	BSND BART	TRANSMEM 6 26 Helical. {ECO:0000255}.; TRANSMEM 33 53 Helical. {ECO:0000255}.
Q10589	BST2	TRANSMEM 21 48 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8WVV5	BTN2A2 BT2.2 BTF2	TRANSMEM 266 286 Helical. {ECO:0000255}.
Q96KV6	BTN2A3P BTN2A3	TRANSMEM 247 267 Helical. {ECO:0000255}.
O00481	BTN3A1 BTF5	TRANSMEM 255 271 Helical. {ECO:0000255}.
O00478	BTN3A3 BTF3	TRANSMEM 249 269 Helical. {ECO:0000255}.
Q9UIR0	BTNL2	TRANSMEM 7 23 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q6UXE8	BTNL3 BTNLR COLF4100 UNQ744/PRO1472	TRANSMEM 238 258 Helical. {ECO:0000255}.
Q6UX41	BTNL8 UNQ702/PRO1347	TRANSMEM 239 259 Helical. {ECO:0000255}.
O14523	C2CD2L KIAA0285 TMEM24 DLNB23	TRANSMEM 10 30 Helical. {ECO:0000255}.
Q9Y426	C2CD2 C21orf25 C21orf258 TMEM24L	TRANSMEM 13 33 Helical. {ECO:0000255}.
Q8IZS8	CACNA2D3	TRANSMEM 1069 1089 Helical. {ECO:0000255}.
Q7Z3S7	CACNA2D4	TRANSMEM 1116 1136 Helical. {ECO:0000255}.
Q13936	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1	TRANSMEM 125 143 Helical; Name=S1 of repeat I. {ECO:0000255}.; TRANSMEM 161 181 Helical; Name=S2 of repeat I. {ECO:0000255}.; TRANSMEM 194 212 Helical; Name=S3 of repeat I. {ECO:0000255}.; TRANSMEM 233 251 Helical; Name=S4 of repeat I. {ECO:0000255}.; TRANSMEM 271 290 Helical; Name=S5 of repeat I. {ECO:0000255}.; TRANSMEM 381 405 Helical; Name=S6 of repeat I. {ECO:0000255}.; TRANSMEM 525 543 Helical; Name=S1 of repeat II. {ECO:0000255}.; TRANSMEM 559 578 Helical; Name=S2 of repeat II. {ECO:0000255}.; TRANSMEM 587 605 Helical; Name=S3 of repeat II. {ECO:0000255}.; TRANSMEM 616 634 Helical; Name=S4 of repeat II. {ECO:0000255}.; TRANSMEM 654 673 Helical; Name=S5 of repeat II. {ECO:0000255}.; TRANSMEM 729 753 Helical; Name=S6 of repeat II. {ECO:0000255}.; TRANSMEM 901 919 Helical; Name=S1 of repeat III. {ECO:0000255}.; TRANSMEM 936 955 Helical; Name=S2 of repeat III. {ECO:0000255}.; TRANSMEM 988 1006 Helical; Name=S3 of repeat III. {ECO:0000255}.; TRANSMEM 1014 1032 Helical; Name=S4 of repeat III. {ECO:0000255}.; TRANSMEM 1052 1071 Helical; Name=S5 of repeat III. {ECO:0000255}.; TRANSMEM 1162 1186 Helical; Name=S6 of repeat III. {ECO:0000255}.; TRANSMEM 1240 1258 Helical; Name=S1 of repeat IV. {ECO:0000255}.; TRANSMEM 1274 1293 Helical; Name=S2 of repeat IV. {ECO:0000255}.; TRANSMEM 1302 1320 Helical; Name=S3 of repeat IV. {ECO:0000255}.; TRANSMEM 1373 1391 Helical; Name=S4 of repeat IV. {ECO:0000255}.; TRANSMEM 1411 1430 Helical; Name=S5 of repeat IV. {ECO:0000255}.; TRANSMEM 1500 1524 Helical; Name=S6 of repeat IV. {ECO:0000255}.
Q15878	CACNA1E CACH6 CACNL1A6	TRANSMEM 90 108 Helical; Name=S1 of repeat I.; TRANSMEM 128 146 Helical; Name=S2 of repeat I.; TRANSMEM 159 173 Helical; Name=S3 of repeat I.; TRANSMEM 186 205 Helical; Name=S4 of repeat I.; TRANSMEM 224 244 Helical; Name=S5 of repeat I.; TRANSMEM 327 350 Helical; Name=S6 of repeat I.; TRANSMEM 477 496 Helical; Name=S1 of repeat II.; TRANSMEM 510 529 Helical; Name=S2 of repeat II.; TRANSMEM 539 557 Helical; Name=S3 of repeat II.; TRANSMEM 568 586 Helical; Name=S4 of repeat II.; TRANSMEM 606 625 Helical; Name=S5 of repeat II.; TRANSMEM 679 703 Helical; Name=S6 of repeat II.; TRANSMEM 1149 1165 Helical; Name=S1 of repeat III.; TRANSMEM 1190 1209 Helical; Name=S2 of repeat III.; TRANSMEM 1218 1240 Helical; Name=S3 of repeat III.; TRANSMEM 1255 1272 Helical; Name=S4 of repeat III.; TRANSMEM 1292 1311 Helical; Name=S5 of repeat III.; TRANSMEM 1399 1422 Helical; Name=S6 of repeat III.; TRANSMEM 1480 1498 Helical; Name=S1 of repeat IV.; TRANSMEM 1514 1533 Helical; Name=S2 of repeat IV.; TRANSMEM 1542 1560 Helical; Name=S3 of repeat IV.; TRANSMEM 1572 1590 Helical; Name=S4 of repeat IV.; TRANSMEM 1610 1629 Helical; Name=S5 of repeat IV.; TRANSMEM 1699 1724 Helical; Name=S6 of repeat IV.
